,y,x,val
0,14.781778000186726,121.05247611152612,36.666666666666664
1,14.781778000186726,121.06145926436731,34.0
2,14.772794847345532,121.04349295868492,31.333333333333332
3,14.772794847345532,121.05247611152612,24.666666666666668
4,14.772794847345532,121.06145926436731,32.0
5,14.772794847345532,121.07044241720851,39.75
6,14.763811694504337,121.04349295868492,41.0
7,14.763811694504337,121.05247611152612,23.0
8,14.763811694504337,121.06145926436731,28.333333333333332
9,14.763811694504337,121.07044241720851,36.75
10,14.763811694504337,121.07942557004971,37.333333333333336
11,14.763811694504337,121.0884087228909,42.333333333333336
12,14.763811694504337,121.0973918757321,50.0
13,14.763811694504337,121.11535818141449,67.66666666666667
14,14.75482854166314,121.01654350016135,329.0
15,14.75482854166314,121.02552665300254,65.0
16,14.75482854166314,121.03450980584373,48.0
17,14.75482854166314,121.04349295868492,34.0
18,14.75482854166314,121.05247611152612,36.333333333333336
19,14.75482854166314,121.06145926436731,46.75
20,14.75482854166314,121.07044241720851,48.333333333333336
21,14.75482854166314,121.07942557004971,57.666666666666664
22,14.75482854166314,121.0884087228909,64.66666666666667
23,14.75482854166314,121.0973918757321,71.66666666666667
24,14.75482854166314,121.1063750285733,73.66666666666667
25,14.75482854166314,121.11535818141449,76.33333333333333
26,14.745845388821946,121.00756034732015,271.5
27,14.745845388821946,121.01654350016135,60.0
28,14.745845388821946,121.02552665300254,55.0
29,14.745845388821946,121.03450980584373,53.0
30,14.745845388821946,121.04349295868492,42.0
31,14.745845388821946,121.05247611152612,32.5
32,14.745845388821946,121.06145926436731,41.5
33,14.745845388821946,121.07044241720851,67.33333333333333
34,14.745845388821946,121.07942557004971,89.0
35,14.745845388821946,121.0884087228909,89.0
36,14.745845388821946,121.0973918757321,83.66666666666667
37,14.745845388821946,121.1063750285733,80.0
38,14.745845388821946,121.11535818141449,71.0
39,14.745845388821946,121.12434133425569,50.0
40,14.73686223598075,120.95366143027297,155.0
41,14.73686223598075,120.98959404163776,253.0
42,14.73686223598075,120.99857719447895,253.5
43,14.73686223598075,121.00756034732015,69.0
44,14.73686223598075,121.01654350016135,60.0
45,14.73686223598075,121.02552665300254,60.0
46,14.73686223598075,121.03450980584373,50.0
47,14.73686223598075,121.04349295868492,45.0
48,14.73686223598075,121.05247611152612,54.666666666666664
49,14.73686223598075,121.06145926436731,84.5
50,14.73686223598075,121.11535818141449,81.66666666666667
51,14.73686223598075,121.12434133425569,62.333333333333336
52,14.73686223598075,121.13332448709689,36.333333333333336
53,14.727879083139555,120.94467827743178,131.0
54,14.727879083139555,120.95366143027297,109.0
55,14.727879083139555,120.96264458311417,65.0
56,14.727879083139555,120.98959404163776,176.66666666666666
57,14.727879083139555,120.99857719447895,189.33333333333334
58,14.727879083139555,121.00756034732015,97.5
59,14.727879083139555,121.01654350016135,62.0
60,14.727879083139555,121.02552665300254,164.0
61,14.727879083139555,121.03450980584373,157.5
62,14.727879083139555,121.04349295868492,50.0
63,14.727879083139555,121.05247611152612,81.5
64,14.727879083139555,121.1063750285733,91.0
65,14.727879083139555,121.11535818141449,100.75
66,14.727879083139555,121.12434133425569,75.5
67,14.71889593029836,120.94467827743178,108.0
68,14.71889593029836,120.95366143027297,68.0
69,14.71889593029836,120.96264458311417,69.0
70,14.71889593029836,120.97162773595537,55.0
71,14.71889593029836,120.98959404163776,72.0
72,14.71889593029836,120.99857719447895,81.0
73,14.71889593029836,121.00756034732015,87.0
74,14.71889593029836,121.01654350016135,177.0
75,14.71889593029836,121.02552665300254,182.5
76,14.71889593029836,121.03450980584373,144.33333333333334
77,14.71889593029836,121.04349295868492,59.0
78,14.71889593029836,121.05247611152612,76.0
79,14.71889593029836,121.1063750285733,79.66666666666667
80,14.71889593029836,121.11535818141449,97.25
81,14.71889593029836,121.12434133425569,83.75
82,14.709912777457165,120.94467827743178,90.0
83,14.709912777457165,120.95366143027297,49.0
84,14.709912777457165,120.96264458311417,35.0
85,14.709912777457165,120.97162773595537,34.0
86,14.709912777457165,120.98061088879656,186.5
87,14.709912777457165,120.98959404163776,241.0
88,14.709912777457165,120.99857719447895,184.0
89,14.709912777457165,121.00756034732015,174.0
90,14.709912777457165,121.01654350016135,162.0
91,14.709912777457165,121.02552665300254,173.5
92,14.709912777457165,121.03450980584373,151.0
93,14.709912777457165,121.04349295868492,65.0
94,14.709912777457165,121.0973918757321,71.0
95,14.709912777457165,121.1063750285733,99.0
96,14.709912777457165,121.11535818141449,88.4
97,14.709912777457165,121.12434133425569,73.0
98,14.70092962461597,120.95366143027297,50.0
99,14.70092962461597,120.96264458311417,34.0
100,14.70092962461597,120.97162773595537,175.0
101,14.70092962461597,120.98061088879656,194.5
102,14.70092962461597,120.98959404163776,79.0
103,14.70092962461597,120.99857719447895,77.0
104,14.70092962461597,121.00756034732015,148.5
105,14.70092962461597,121.01654350016135,148.0
106,14.70092962461597,121.02552665300254,265.3333333333333
107,14.70092962461597,121.03450980584373,178.0
108,14.70092962461597,121.04349295868492,146.33333333333334
109,14.70092962461597,121.0973918757321,56.333333333333336
110,14.70092962461597,121.1063750285733,86.4
111,14.70092962461597,121.11535818141449,80.6
112,14.691946471774775,120.96264458311417,34.0
